Weekday,hour,minute,day_of_year,Quantity-1,Power
2,15,20,237,872193847.0,1682464212.0
5,9,38,226,325871220.0,1046726600.0
2,21,52,279,339687657.0,572992536.0
2,7,24,328,2113272618.0,554806120.0
3,19,16,315,797048672.0,0.0
3,12,55,245,376032578.0,1577852235.0
1,16,2,292,1437301620.0,1518059272.0
0,0,43,249,1682464212.0,335043884.0
3,11,54,308,1046726600.0,1687365028.0
2,18,40,342,572992536.0,553755466.0
1,9,53,348,554806120.0,480330240.0
2,11,14,356,0.0,1093114988.0
2,2,36,349,1577852235.0,557421750.0
4,2,39,253,1518059272.0,518446685.0
0,12,17,347,335043884.0,1165658615.0
1,19,30,243,1687365028.0,889483330.0
1,20,1,285,553755466.0,383603930.0
5,1,31,226,480330240.0,398304186.0
4,4,37,330,1093114988.0,373972582.0
0,7,29,228,557421750.0,322126936.0
2,11,28,335,518446685.0,1632008924.0
5,23,12,205,1165658615.0,346827856.0
5,12,38,324,889483330.0,1605573748.0
5,7,38,345,383603930.0,505413490.0
0,13,40,193,398304186.0,1059334712.0
5,6,9,212,373972582.0,370625889.0
4,4,36,267,322126936.0,453173538.0
3,9,21,266,1632008924.0,1140525421.0
5,21,37,191,346827856.0,343407692.0
4,6,51,239,1605573748.0,442561167.0
2,1,56,223,505413490.0,380345820.0
0,22,2,256,1059334712.0,340287174.0
3,21,45,294,370625889.0,622360722.0
3,17,57,231,453173538.0,852491680.0
0,9,14,207,1140525421.0,666051373.0
3,23,13,343,343407692.0,385605874.0
1,11,28,222,442561167.0,1574894138.0
2,3,38,244,380345820.0,340749302.0
2,1,35,216,340287174.0,348992300.0
3,1,28,294,622360722.0,530061520.0
1,14,59,285,852491680.0,398362528.0
4,21,56,344,666051373.0,413427660.0
4,3,31,288,385605874.0,341972927.0
4,1,1,239,1574894138.0,439928112.0
3,19,40,301,340749302.0,746082057.0
0,17,59,263,348992300.0,983632526.0
0,9,40,291,530061520.0,1318393339.0
2,21,14,286,398362528.0,371789922.0
3,11,47,266,413427660.0,1334985624.0
2,20,13,237,341972927.0,745917948.0
3,17,49,189,439928112.0,493658885.0
0,19,42,228,746082057.0,379529666.0
1,11,6,320,983632526.0,1831602500.0
3,1,30,273,1318393339.0,575696588.0
3,8,42,329,371789922.0,672659780.0
0,1,21,256,1334985624.0,548565905.0
3,8,59,294,745917948.0,1158048573.0
5,12,10,212,493658885.0,479376299.0
0,8,5,326,379529666.0,847457464.0
1,20,17,292,1831602500.0,617961812.0
2,22,3,237,575696588.0,405322724.0
3,10,48,245,672659780.0,1456240680.0
5,6,37,191,548565905.0,303847512.0
4,17,43,344,1158048573.0,693458678.0
4,12,40,351,479376299.0,1331533559.0
4,16,10,246,847457464.0,342025664.0
3,22,4,350,617961812.0,464127180.0
4,15,12,288,405322724.0,525082644.0
2,1,21,258,1456240680.0,498424392.0
4,2,25,190,303847512.0,322245720.0
4,15,28,274,693458678.0,826392259.0
2,17,11,216,1331533559.0,862802440.0
1,5,18,257,342025664.0,391540488.0
3,12,43,357,464127180.0,1319155284.0
0,10,15,291,525082644.0,1554598482.0
4,14,6,232,498424392.0,1592778353.0
1,18,47,243,322245720.0,849426218.0
2,3,6,258,826392259.0,352928925.0
4,13,16,260,862802440.0,1341312358.0
4,2,1,239,391540488.0,423996590.0
2,9,52,286,1319155284.0,487204859.0
1,12,19,341,1554598482.0,1658965086.0
1,12,32,215,1592778353.0,1340895092.0
3,10,50,203,849426218.0,1213483830.0
1,14,14,355,352928925.0,1268487198.0
0,18,17,277,1341312358.0,951164976.0
0,8,25,326,423996590.0,825010971.0
0,7,40,312,487204859.0,765663210.0
0,4,53,249,1658965086.0,341833011.0
1,8,1,222,1340895092.0,645977768.0
1,7,44,306,1213483830.0,0.0
5,3,56,296,1268487198.0,613022272.0
4,0,36,337,951164976.0,331579478.0
1,18,25,278,825010971.0,959651832.0
5,9,34,296,765663210.0,1412834214.0
1,21,58,299,341833011.0,426508398.0
5,17,0,219,645977768.0,462596732.0
0,13,16,242,0.0,1518019394.0
1,5,47,215,613022272.0,388824892.0
4,9,15,274,331579478.0,543237757.0
1,16,6,278,959651832.0,1593532032.0
4,18,35,281,1412834214.0,651704803.0
1,18,32,257,426508398.0,487278086.0
1,22,15,229,462596732.0,408305555.0
3,2,46,210,1518019394.0,388956300.0
4,14,43,281,388824892.0,1316872616.0
5,21,11,212,543237757.0,440993704.0
4,20,43,197,1593532032.0,530270292.0
4,11,56,225,651704803.0,1144294740.0
4,10,33,295,487278086.0,1570617127.0
0,17,58,277,408305555.0,930619986.0
1,7,28,222,388956300.0,463984938.0
3,23,22,308,1316872616.0,410331294.0
2,17,36,209,440993704.0,781670949.0
0,7,32,270,530270292.0,513047198.0
4,10,4,309,1144294740.0,1514141338.0
5,12,47,240,1570617127.0,1497042876.0
3,22,53,343,930619986.0,474877492.0
0,12,23,298,463984938.0,0.0
2,21,42,202,410331294.0,409954980.0
2,17,30,328,781670949.0,861620961.0
4,20,0,267,513047198.0,671073620.0
3,12,40,329,1514141338.0,1618589580.0
4,13,42,246,1497042876.0,454942122.0
1,16,41,278,474877492.0,1276200612.0
2,15,10,328,0.0,1188817004.0
1,7,56,208,409954980.0,459166977.0
5,15,51,324,861620961.0,734392732.0
2,16,17,230,671073620.0,1379542039.0
3,4,29,203,1618589580.0,394245064.0
3,14,43,294,454942122.0,1710820898.0
5,19,44,191,1276200612.0,477364355.0
4,19,38,302,1188817004.0,567515080.0
1,6,9,355,459166977.0,302919090.0
0,18,42,284,734392732.0,382578192.0
5,19,11,275,1379542039.0,782011490.0
3,11,58,238,394245064.0,1585862408.0
3,3,12,350,1710820898.0,367610370.0
5,9,5,317,477364355.0,1035579933.0
5,19,25,254,567515080.0,630776996.0
4,17,8,260,302919090.0,784307161.0
2,9,46,328,382578192.0,1311235600.0
1,12,50,201,782011490.0,1334094675.0
0,7,10,298,1585862408.0,455180101.0
5,8,58,198,367610370.0,653538772.0
2,16,26,272,1035579933.0,1161573038.0
2,0,19,251,630776996.0,337147476.0
0,18,53,340,784307161.0,581250085.0
2,16,46,335,1311235600.0,1228555894.0
2,12,0,272,1334094675.0,1610026384.0
3,14,46,217,455180101.0,1279545546.0
0,5,25,298,653538772.0,334087584.0
2,14,43,349,1161573038.0,1164927294.0
1,21,27,306,337147476.0,405069396.0
0,0,40,277,581250085.0,409635210.0
1,22,1,236,1228555894.0,498466531.0
2,6,4,314,1610026384.0,340234135.0
1,20,50,222,1279545546.0,534216915.0
3,0,37,245,334087584.0,370704280.0
4,14,27,288,1164927294.0,410884910.0
4,18,1,211,405069396.0,769258536.0
4,8,27,253,409635210.0,362476272.0
1,18,47,264,498466531.0,794030455.0
5,7,13,289,340234135.0,316856058.0
5,7,30,296,534216915.0,636907744.0
2,21,36,279,370704280.0,704595535.0
0,23,11,354,410884910.0,344800800.0
4,14,23,225,769258536.0,953118091.0
0,15,37,256,362476272.0,489908231.0
2,15,35,321,794030455.0,1617640733.0
4,7,50,232,316856058.0,134781856.0
2,8,44,230,636907744.0,818521070.0
0,17,2,305,704595535.0,438364512.0
4,8,29,267,344800800.0,914557137.0
5,3,40,254,953118091.0,0.0
5,1,37,219,489908231.0,335252592.0
5,20,56,317,1617640733.0,521628522.0
4,18,24,225,134781856.0,589053564.0
2,18,20,251,818521070.0,760444429.0
0,0,57,305,438364512.0,351003852.0
2,20,42,195,914557137.0,480448266.0
4,21,4,218,0.0,461092926.0
4,15,47,204,335252592.0,1198394980.0
2,12,44,307,521628522.0,1694538406.0
0,9,35,305,589053564.0,449732998.0
3,21,19,301,760444429.0,595953477.0
5,7,3,240,351003852.0,549546350.0
0,16,41,228,480448266.0,486237488.0
2,18,41,216,461092926.0,537456146.0
5,6,22,275,1198394980.0,530827020.0
3,8,51,217,1694538406.0,955129576.0
1,15,17,243,449732998.0,1781943075.0
2,3,50,293,595953477.0,562058540.0
3,12,19,322,549546350.0,598456772.0
1,2,44,229,486237488.0,320032101.0
1,15,55,341,537456146.0,0.0
0,10,47,270,530827020.0,1523305227.0
2,19,13,223,955129576.0,576921799.0
5,18,57,205,1781943075.0,511983260.0
1,15,38,278,562058540.0,1708551234.0
2,11,23,307,598456772.0,1835783200.0
4,11,0,246,320032101.0,482579748.0
3,21,39,252,0.0,783746415.0
4,8,47,211,1523305227.0,617805669.0
0,11,33,326,576921799.0,1445771884.0
0,10,27,340,511983260.0,1648512928.0
3,0,33,336,1708551234.0,338169708.0
0,2,28,270,1835783200.0,303177268.0
0,13,15,249,482579748.0,363959802.0
4,12,2,218,783746415.0,1282128116.0
0,21,15,270,617805669.0,675323097.0
3,4,36,294,1445771884.0,338273416.0
3,11,34,301,1648512928.0,1717358920.0
5,3,28,198,338169708.0,290722410.0
4,15,9,337,303177268.0,1596293059.0
5,3,36,212,363959802.0,352920684.0
5,14,59,352,1282128116.0,739784115.0
1,19,39,285,675323097.0,370344673.0
4,6,22,302,338273416.0,509104640.0
2,23,1,335,1717358920.0,0.0
4,2,6,330,290722410.0,379314500.0
2,19,35,251,1596293059.0,539055214.0
4,12,33,253,352920684.0,602210971.0
4,9,57,267,739784115.0,1442433480.0
0,21,41,354,370344673.0,525234543.0
4,14,35,337,509104640.0,1428970429.0
0,4,59,228,0.0,325673984.0
3,16,15,266,379314500.0,1331834970.0
5,22,14,338,539055214.0,360402177.0
0,1,19,207,602210971.0,310124889.0
3,19,31,350,1442433480.0,429637348.0
1,0,12,355,525234543.0,484329496.0
1,9,49,320,1428970429.0,1550781735.0
2,0,51,300,325673984.0,380085112.0
3,14,32,238,1331834970.0,1552669712.0
3,2,35,245,360402177.0,536068416.0
2,2,17,286,310124889.0,427133608.0
1,7,28,208,429637348.0,0.0
1,8,52,271,484329496.0,1005266790.0
3,19,15,231,1550781735.0,636188073.0
0,23,1,263,380085112.0,386894404.0
2,1,21,265,1552669712.0,526833920.0
5,10,30,261,536068416.0,1182343774.0
4,19,47,211,427133608.0,508436229.0
0,15,56,193,0.0,1077386682.0
0,12,19,256,1005266790.0,1498099671.0
5,19,11,324,636188073.0,685928436.0
3,7,26,343,386894404.0,488551337.0
4,17,4,281,526833920.0,841088848.0
2,18,37,335,1182343774.0,652564990.0
2,22,47,237,508436229.0,455263861.0
0,6,42,340,1077386682.0,459887899.0
1,5,16,257,1498099671.0,480469484.0
2,17,18,300,685928436.0,757172536.0
1,12,9,278,488551337.0,1582298108.0
2,11,20,265,841088848.0,1550768072.0
0,19,40,298,652564990.0,836788730.0
1,1,59,229,455263861.0,322751199.0
4,1,22,344,459887899.0,507936226.0
2,17,37,258,480469484.0,489927654.0
0,14,1,312,757172536.0,1651943519.0
2,9,42,244,1582298108.0,1338805860.0
4,4,46,295,1550768072.0,350801623.0
0,12,18,200,836788730.0,1299780210.0
4,2,46,351,322751199.0,451486853.0
3,16,59,343,507936226.0,786862488.0
4,6,47,267,489927654.0,653167962.0
2,15,29,314,1651943519.0,1399011606.0
4,4,13,337,1338805860.0,319090932.0
3,19,52,280,350801623.0,538109610.0
2,9,7,244,1299780210.0,1183906110.0
1,6,32,236,451486853.0,364792564.0
0,14,17,200,786862488.0,1201380746.0
3,21,44,273,653167962.0,621391748.0
0,23,19,235,1399011606.0,416594100.0
4,22,0,323,319090932.0,462056532.0
3,23,12,266,538109610.0,422462222.0
5,15,31,247,1183906110.0,689848224.0
4,3,23,330,364792564.0,393827084.0
1,2,17,243,1201380746.0,368591913.0
5,23,27,268,621391748.0,345433921.0
1,12,41,243,416594100.0,1444301454.0
5,6,53,198,462056532.0,429078586.0
1,11,5,215,422462222.0,1272484110.0
3,17,30,252,689848224.0,753451774.0
5,12,44,268,393827084.0,1977342182.0
1,8,43,306,368591913.0,318775768.0
4,0,24,253,345433921.0,411053520.0
3,22,57,280,1444301454.0,511772097.0
5,4,31,324,429078586.0,593064665.0
2,18,23,216,1272484110.0,632313588.0
2,18,33,265,753451774.0,761788304.0
2,20,24,237,1977342182.0,685664718.0
4,17,20,225,318775768.0,612178968.0
5,19,42,226,411053520.0,408467086.0
5,6,36,331,511772097.0,490048900.0
1,8,33,257,593064665.0,310069103.0
2,0,37,279,632313588.0,392836854.0
5,14,43,331,761788304.0,773868252.0
2,5,34,307,685664718.0,348116913.0
2,0,5,286,612178968.0,449542902.0
3,2,3,224,408467086.0,395446562.0
0,23,23,249,490048900.0,0.0
2,15,53,349,310069103.0,1148954116.0
1,4,44,229,392836854.0,299012583.0
2,18,54,356,773868252.0,563497065.0
1,20,56,341,348116913.0,522691392.0
4,16,37,309,449542902.0,1475052840.0
2,1,7,272,395446562.0,367778112.0
2,21,24,209,0.0,499103867.0
5,10,32,212,1148954116.0,408157534.0
0,12,31,207,299012583.0,939493784.0
4,15,5,197,563497065.0,1311778065.0
0,23,24,228,522691392.0,362984208.0
2,0,18,286,1475052840.0,485492630.0
2,10,11,356,367778112.0,1224904525.0
5,11,11,352,499103867.0,1254528300.0
0,3,5,207,408157534.0,313165947.0
5,21,40,219,939493784.0,465307664.0
5,9,2,289,1311778065.0,600464391.0
2,6,45,300,362984208.0,478229822.0
1,9,15,222,485492630.0,1156968944.0
2,10,59,342,1224904525.0,1400075234.0
4,13,27,253,1254528300.0,398670858.0
1,5,12,299,313165947.0,523685058.0
5,22,22,233,465307664.0,522487596.0
0,16,13,340,600464391.0,1338300432.0
1,19,56,299,478229822.0,607164498.0
1,10,27,299,1156968944.0,1631632440.0
3,22,36,245,1400075234.0,338075124.0
4,20,12,288,398670858.0,349530709.0
1,21,38,355,523685058.0,559892772.0
1,23,4,264,522487596.0,468772298.0
2,5,44,314,1338300432.0,343300680.0
0,10,50,200,607164498.0,1222596624.0
1,5,49,257,1631632440.0,375881306.0
3,10,36,287,338075124.0,481677408.0
3,15,22,189,349530709.0,538533751.0
0,12,53,249,559892772.0,343891624.0
3,14,50,238,468772298.0,1588848361.0
0,5,53,326,343300680.0,355546798.0
2,15,32,314,1222596624.0,1376042675.0
3,4,22,336,375881306.0,341954096.0
0,20,30,298,481677408.0,806627158.0
5,22,40,247,538533751.0,360696521.0
4,8,54,239,343891624.0,938547617.0
2,0,43,216,1588848361.0,365418800.0
5,23,46,233,355546798.0,424352319.0
1,12,42,229,1376042675.0,1372131470.0
5,8,45,268,341954096.0,872806854.0
2,19,10,223,806627158.0,597869773.0
0,2,44,263,360696521.0,435999996.0
0,16,11,242,938547617.0,1510301444.0
5,3,30,324,365418800.0,564162960.0
5,2,42,191,424352319.0,336972429.0
2,17,27,230,1372131470.0,860115290.0
5,16,6,303,872806854.0,497328648.0
5,20,31,296,597869773.0,798003628.0
2,23,47,300,435999996.0,447117925.0
4,14,20,295,1510301444.0,1587132760.0
4,10,0,302,564162960.0,1591221667.0
2,16,36,258,336972429.0,1031627400.0
2,12,0,251,860115290.0,1378516180.0
5,4,26,247,497328648.0,343284516.0
0,7,24,340,798003628.0,436081788.0
5,23,45,240,447117925.0,428689759.0
0,3,7,333,1587132760.0,343341480.0
0,16,23,347,1591221667.0,1029777837.0
0,15,27,221,1031627400.0,1265484029.0
5,8,42,268,1378516180.0,771241318.0
0,20,46,235,343284516.0,598665356.0
1,3,0,271,436081788.0,366566455.0
0,4,10,235,428689759.0,395232333.0
3,8,40,231,343341480.0,791394849.0
1,10,15,334,1029777837.0,1587375473.0
4,22,40,211,1265484029.0,367765415.0
0,7,45,221,771241318.0,467155065.0
3,17,21,273,598665356.0,1112385429.0
5,14,9,338,366566455.0,982336570.0
4,8,49,344,395232333.0,819712306.0
3,8,6,315,791394849.0,697795755.0
1,11,33,334,1587375473.0,1745376891.0
5,7,54,226,367765415.0,562774526.0
0,16,32,312,467155065.0,1089845974.0
4,7,25,211,1112385429.0,338481421.0
3,2,19,259,982336570.0,477012312.0
2,11,23,286,819712306.0,506275656.0
4,21,37,204,697795755.0,437248508.0
1,7,40,201,1745376891.0,396160930.0
1,4,52,236,562774526.0,416794565.0
4,8,52,323,1089845974.0,957230677.0
0,16,21,277,338481421.0,1434316530.0
0,20,41,249,477012312.0,357077706.0
3,13,21,357,506275656.0,1155569155.0
2,15,34,293,437248508.0,1848996624.0
0,4,28,193,396160930.0,315224252.0
2,19,3,314,416794565.0,763329900.0
0,5,12,193,957230677.0,315923608.0
4,10,44,302,1434316530.0,1567478943.0
1,12,55,236,357077706.0,1513730160.0
5,21,27,198,1155569155.0,344846430.0
0,9,9,242,1848996624.0,1199230076.0
3,14,31,196,315224252.0,1073606366.0
0,14,48,242,763329900.0,1615071793.0
4,13,30,330,315923608.0,1683284938.0
2,6,22,216,1567478943.0,306257042.0
1,12,45,208,1513730160.0,753756264.0
0,13,57,326,344846430.0,1481615030.0
2,2,52,328,1199230076.0,339491610.0
1,7,23,250,1073606366.0,329187888.0
5,2,54,198,1615071793.0,326638922.0
2,21,25,223,1683284938.0,472580364.0
5,0,7,324,306257042.0,666795629.0
5,21,40,289,753756264.0,547565017.0
2,22,35,237,1481615030.0,438472537.0
5,13,28,198,339491610.0,868915854.0
2,6,13,272,329187888.0,308453253.0
5,11,6,191,326638922.0,1078726285.0
1,21,31,236,472580364.0,416112992.0
3,16,33,245,666795629.0,1055611503.0
3,10,46,294,547565017.0,1676335560.0
0,2,21,347,438472537.0,328554124.0
5,21,1,233,868915854.0,677937270.0
2,7,12,349,308453253.0,493189596.0
2,16,45,286,1078726285.0,469323334.0
5,13,2,247,416112992.0,1131626248.0
1,6,46,208,1055611503.0,305855698.0
5,23,28,261,1676335560.0,350200414.0
5,18,59,191,328554124.0,464925132.0
0,21,33,263,677937270.0,454250718.0
0,12,15,347,493189596.0,1155524362.0
5,18,11,219,469323334.0,489287716.0
3,20,29,336,1131626248.0,595667672.0
1,7,17,236,305855698.0,403944712.0
3,15,35,259,350200414.0,1315294124.0
5,22,16,261,464925132.0,379837416.0
0,1,56,333,454250718.0,359756996.0
1,10,18,334,1155524362.0,1556315328.0
1,16,14,327,489287716.0,1210495646.0
1,11,44,229,595667672.0,1369322360.0
0,21,59,298,403944712.0,372836100.0
4,15,1,211,1315294124.0,1220411786.0
4,10,16,316,379837416.0,1810157400.0
1,14,7,222,359756996.0,1525456080.0
5,14,33,240,1556315328.0,718123556.0
1,5,49,208,1210495646.0,329882397.0
1,6,20,250,1369322360.0,506161398.0
1,6,43,327,372836100.0,419535103.0
3,13,34,259,1220411786.0,1201503814.0
2,13,12,300,1810157400.0,1481812480.0
5,13,14,268,1525456080.0,1580376992.0
2,19,10,272,718123556.0,799590629.0
1,16,0,348,329882397.0,451257902.0
3,15,45,238,506161398.0,1371176448.0
1,11,31,285,419535103.0,584961765.0
1,3,46,327,1201503814.0,315599258.0
2,11,33,209,1481812480.0,975654993.0
4,1,31,344,1580376992.0,439832633.0
1,9,58,208,799590629.0,687723664.0
5,2,32,275,451257902.0,490339374.0
2,5,36,216,1371176448.0,319637490.0
3,0,59,280,584961765.0,531515800.0
4,2,20,218,315599258.0,387557536.0
4,23,35,225,975654993.0,388463244.0
5,12,52,191,439832633.0,1018474780.0
3,16,25,308,687723664.0,1330115231.0
0,9,21,319,490339374.0,1127379027.0
1,2,4,257,319637490.0,367592856.0
1,16,44,243,531515800.0,1297615540.0
2,16,38,244,387557536.0,1395998346.0
5,1,38,198,388463244.0,336284544.0
1,18,6,341,1018474780.0,871279840.0
4,1,57,211,1330115231.0,356325708.0
3,17,2,217,1127379027.0,802080272.0
0,5,27,207,367592856.0,333019019.0
3,3,16,217,1297615540.0,357560020.0
2,20,16,202,1395998346.0,474925600.0
1,19,12,236,336284544.0,817758327.0
5,19,11,226,871279840.0,391687072.0
2,19,52,356,356325708.0,554722227.0
4,6,50,351,802080272.0,444199366.0
2,1,55,244,333019019.0,490691658.0
3,2,59,259,357560020.0,465070946.0
4,6,26,281,474925600.0,535165711.0
3,4,1,238,817758327.0,463277084.0
5,17,54,296,391687072.0,1020130450.0
1,20,7,215,554722227.0,435353246.0
4,19,44,281,444199366.0,637469760.0
4,1,8,260,490691658.0,416781644.0
2,11,7,328,465070946.0,1434588354.0
3,15,43,301,535165711.0,1571470770.0
5,5,5,212,463277084.0,385930501.0
0,15,29,312,1020130450.0,1745201480.0
2,7,53,216,435353246.0,497914858.0
3,16,37,329,637469760.0,1460025530.0
3,15,27,266,416781644.0,1686873978.0
0,22,17,256,1434588354.0,394653612.0
5,0,27,289,1571470770.0,318657810.0
1,11,0,229,385930501.0,1505607002.0
0,23,27,340,1745201480.0,340672237.0
5,11,51,247,497914858.0,1263676443.0
5,0,37,205,1460025530.0,308278282.0
2,1,40,237,1686873978.0,379814254.0
1,21,18,222,394653612.0,474167648.0
1,19,37,250,318657810.0,628202262.0
3,16,10,273,1505607002.0,1369752460.0
1,3,3,201,340672237.0,317222664.0
0,19,48,263,1263676443.0,500467368.0
5,15,56,296,308278282.0,783908351.0
0,13,15,340,379814254.0,1406955600.0
4,9,2,337,474167648.0,1052865025.0
0,12,10,207,628202262.0,853352798.0
3,3,13,301,1369752460.0,344814212.0
3,16,24,224,317222664.0,1058040561.0
2,0,48,307,500467368.0,341352432.0
5,5,16,268,783908351.0,492795995.0
4,13,56,288,1406955600.0,734559962.0
0,16,5,256,1052865025.0,515941394.0
2,12,13,272,853352798.0,1467011420.0
5,4,1,240,344814212.0,506840940.0
3,22,46,245,1058040561.0,352538472.0
5,10,29,205,341352432.0,1023815085.0
1,20,5,313,492795995.0,565985326.0
5,2,56,247,734559962.0,380718552.0
1,0,26,229,515941394.0,300672182.0
3,8,10,203,1467011420.0,586318024.0
5,13,57,282,506840940.0,1011315571.0
3,15,26,322,352538472.0,666585475.0
5,23,26,289,1023815085.0,393359544.0
4,11,29,281,565985326.0,1469417428.0
1,1,52,292,380718552.0,0.0
5,18,27,289,300672182.0,568024206.0
0,2,42,200,586318024.0,331946286.0
2,3,55,307,1011315571.0,497364959.0
3,23,21,322,666585475.0,365066792.0
1,21,6,327,393359544.0,356149312.0
2,18,39,335,1469417428.0,637192080.0
1,13,27,208,0.0,860685360.0
1,19,55,215,568024206.0,526784030.0
0,10,55,277,331946286.0,1614280212.0
2,1,59,356,497364959.0,498399072.0
1,5,1,208,365066792.0,337967231.0
0,4,15,270,356149312.0,360656499.0
3,8,59,210,637192080.0,709124493.0
2,16,12,293,860685360.0,1487084310.0
0,13,54,326,526784030.0,1432229327.0
5,21,2,303,1614280212.0,462444521.0
5,22,7,240,498399072.0,430143625.0
3,23,54,336,337967231.0,337448749.0
0,22,17,305,360656499.0,394348992.0
5,17,35,331,709124493.0,730765633.0
5,17,12,324,1487084310.0,599189000.0
2,10,45,286,1432229327.0,465342198.0
2,14,26,223,462444521.0,1264533604.0
1,12,29,334,430143625.0,1574396000.0
4,14,36,260,337448749.0,1242664646.0
1,23,59,243,394348992.0,410611414.0
3,15,39,224,730765633.0,1285659665.0
0,5,4,228,599189000.0,325102259.0
4,23,38,225,465342198.0,396362361.0
1,16,55,278,1264533604.0,1057786538.0
5,14,38,317,1574396000.0,797940120.0
0,15,41,228,1242664646.0,460724732.0
4,17,59,288,410611414.0,624469496.0
4,22,1,253,1285659665.0,374320854.0
4,23,50,288,325102259.0,364728276.0
1,10,8,341,396362361.0,1589115090.0
4,11,53,225,1057786538.0,1127950196.0
4,1,29,246,797940120.0,487477122.0
4,0,8,260,460724732.0,576760126.0
1,2,34,250,624469496.0,482925997.0
1,15,11,320,374320854.0,1410500428.0
0,1,39,235,364728276.0,388099024.0
3,3,4,238,1589115090.0,474858376.0
0,2,47,200,1127950196.0,330533098.0
3,4,46,301,487477122.0,379285707.0
2,18,23,356,576760126.0,600563958.0
3,18,23,189,482925997.0,514507392.0
4,7,46,211,1410500428.0,446727126.0
4,11,50,295,388099024.0,1330449306.0
5,4,12,289,474858376.0,0.0
2,23,34,216,330533098.0,326764892.0
5,10,52,352,379285707.0,1145751810.0
3,18,21,336,600563958.0,643742208.0
2,0,36,286,514507392.0,302930507.0
4,1,7,330,446727126.0,489032750.0
5,15,33,296,1330449306.0,1070015924.0
0,13,51,207,0.0,825393060.0
2,14,47,307,326764892.0,1545413120.0
3,1,18,252,1145751810.0,393814182.0
1,21,18,243,643742208.0,446039464.0
3,11,20,210,302930507.0,1302035133.0
3,4,10,231,489032750.0,322959351.0
2,15,7,195,1070015924.0,1176037741.0
3,1,57,259,825393060.0,473301714.0
2,7,37,293,1545413120.0,583319172.0
1,22,50,292,393814182.0,342721204.0
1,22,19,250,446039464.0,488411154.0
2,22,2,307,1302035133.0,422029593.0
2,9,26,244,322959351.0,1246694508.0
3,13,51,252,1176037741.0,1415983079.0
5,19,3,240,473301714.0,530163126.0
2,8,29,321,583319172.0,712200928.0
5,18,48,219,342721204.0,482666088.0
5,2,30,296,488411154.0,483590388.0
3,5,53,196,422029593.0,321443182.0
5,13,49,345,1246694508.0,872030064.0
4,23,48,211,1415983079.0,371296680.0
4,18,8,190,530163126.0,586465690.0
0,7,7,249,712200928.0,365737238.0
3,21,40,357,482666088.0,542974756.0
5,11,46,324,483590388.0,1670738664.0
4,1,49,211,321443182.0,342980511.0
1,1,7,201,872030064.0,352159056.0
5,17,54,317,371296680.0,647961888.0
3,10,51,252,586465690.0,1527318728.0
5,19,48,282,365737238.0,492292322.0
0,8,41,256,542974756.0,1045092180.0
1,5,42,271,1670738664.0,365792714.0
1,9,56,208,342980511.0,798939846.0
4,8,14,288,352159056.0,328556520.0
1,14,11,250,647961888.0,1397720520.0
4,4,51,218,1527318728.0,378378120.0
1,14,14,243,492292322.0,1578831648.0
2,13,40,279,1045092180.0,1598404157.0
3,11,51,238,365792714.0,1479793521.0
2,17,21,293,798939846.0,739485038.0
0,23,38,305,328556520.0,354479034.0
3,1,57,266,1397720520.0,369477900.0
3,2,50,266,378378120.0,376642846.0
3,13,59,280,1578831648.0,1567979242.0
1,1,57,285,1598404157.0,452155789.0
3,23,39,231,1479793521.0,386228431.0
5,19,6,282,739485038.0,597652813.0
4,23,20,225,354479034.0,385272459.0
1,4,37,299,369477900.0,383724615.0
0,15,28,207,376642846.0,933103328.0
5,13,58,275,1567979242.0,1009292678.0
1,18,59,208,452155789.0,353432134.0
2,6,32,195,386228431.0,281797305.0
1,18,49,355,597652813.0,461718236.0
0,11,24,270,385272459.0,1861364484.0
3,20,20,217,383724615.0,555388924.0
2,8,3,321,933103328.0,556814898.0
1,18,18,355,1009292678.0,677479872.0
3,19,35,336,353432134.0,532529460.0
2,15,37,251,281797305.0,1628268739.0
1,11,30,320,461718236.0,2020942492.0
3,23,19,301,1861364484.0,484888528.0
3,13,13,357,555388924.0,1216998576.0
5,15,27,212,556814898.0,466826576.0
2,3,20,216,677479872.0,320478558.0
2,20,37,209,532529460.0,473560032.0
0,15,57,235,1628268739.0,1451893216.0
0,17,18,284,2020942492.0,451960161.0
0,19,43,200,484888528.0,523585570.0
4,11,50,302,1216998576.0,1562959157.0
5,18,11,205,466826576.0,0.0
1,17,57,327,320478558.0,979713024.0
4,10,10,274,473560032.0,710026488.0
2,12,15,314,1451893216.0,1552396440.0
3,21,42,224,451960161.0,432207096.0
2,15,24,307,523585570.0,1727533776.0
2,19,28,342,1562959157.0,497188220.0
4,15,25,239,0.0,1715398844.0
5,8,44,261,979713024.0,911162214.0
1,3,42,208,710026488.0,336143433.0
0,12,13,298,1552396440.0,1705598670.0
1,9,32,264,432207096.0,1232188895.0
2,13,25,223,1727533776.0,1129167162.0
2,8,26,307,497188220.0,749966195.0
5,15,23,254,1715398844.0,899390752.0
2,1,38,265,911162214.0,345875600.0
1,13,7,271,336143433.0,1740464686.0
3,6,0,350,1705598670.0,350437850.0
4,18,56,295,1232188895.0,752902638.0
2,16,14,335,1129167162.0,1391433942.0
5,12,15,317,749966195.0,1593662048.0
1,16,43,341,899390752.0,1233814044.0
5,16,55,212,345875600.0,466239594.0
5,3,31,345,1740464686.0,329382904.0
