Weekday,hour,minute,day_of_year,Quantity-1,Power
0,5,10,284,441929716.0,508690100.0
5,15,34,233,580500109.0,991557792.0
1,19,6,243,428740758.0,785070330.0
1,5,38,236,446649594.0,356374113.0
2,22,23,251,1651164132.0,369775884.0
3,5,2,287,1733352960.0,352123203.0
4,6,45,225,785447188.0,447554448.0
3,19,7,252,508690100.0,822905535.0
2,9,39,216,991557792.0,1191208230.0
4,15,36,197,785070330.0,1250354215.0
5,0,13,261,356374113.0,534397732.0
0,5,16,263,369775884.0,443464744.0
4,16,40,281,352123203.0,1201404620.0
2,14,40,223,447554448.0,1369661972.0
0,22,42,228,822905535.0,320185027.0
0,15,9,312,1191208230.0,1392036684.0
5,7,46,303,1250354215.0,603100367.0
3,13,24,224,534397732.0,1210978940.0
3,6,47,189,443464744.0,302219576.0
4,22,18,316,1201404620.0,487394853.0
1,10,15,229,1369661972.0,1406234124.0
4,11,38,225,320185027.0,1122204884.0
4,22,48,239,1392036684.0,399527660.0
0,18,44,291,603100367.0,872550255.0
4,14,48,260,1210978940.0,1319131728.0
1,14,49,292,302219576.0,1679480400.0
2,5,7,321,487394853.0,529212910.0
3,20,39,224,1406234124.0,431303634.0
4,21,5,232,1122204884.0,559451698.0
0,19,4,235,399527660.0,841547208.0
1,9,56,299,872550255.0,1760379957.0
2,2,59,321,1319131728.0,358807776.0
5,14,58,261,1679480400.0,691831014.0
0,0,6,270,529212910.0,545237475.0
4,22,34,281,431303634.0,338293568.0
1,7,1,257,559451698.0,426456030.0
0,9,53,291,841547208.0,1397064365.0
3,17,42,259,1760379957.0,743927368.0
5,5,29,261,358807776.0,351815033.0
1,18,27,299,691831014.0,773360596.0
0,3,32,347,545237475.0,324527095.0
3,20,7,301,338293568.0,704280640.0
2,11,3,279,426456030.0,1508867966.0
3,6,47,287,1397064365.0,343392480.0
5,5,7,331,743927368.0,531700864.0
3,0,43,294,351815033.0,400162112.0
0,19,11,200,773360596.0,552579096.0
0,3,50,256,324527095.0,571416224.0
5,0,22,233,704280640.0,356950192.0
5,4,46,268,1508867966.0,356847791.0
2,9,4,279,343392480.0,1193820329.0
2,10,31,209,531700864.0,977452140.0
1,23,13,229,400162112.0,0.0
5,0,57,268,552579096.0,378912798.0
3,16,34,224,571416224.0,1078271524.0
4,12,26,302,356950192.0,1610037163.0
0,15,48,263,356847791.0,1600713557.0
2,18,49,195,1193820329.0,492254364.0
3,9,26,203,977452140.0,898509477.0
1,8,41,250,0.0,811640520.0
5,2,44,247,378912798.0,432869553.0
0,20,25,340,1078271524.0,578113565.0
0,10,7,298,1610037163.0,1514897860.0
4,18,19,197,1600713557.0,614792640.0
1,3,51,194,492254364.0,345524584.0
0,2,17,319,898509477.0,382065879.0
3,21,37,203,811640520.0,390105687.0
0,1,29,340,432869553.0,475640559.0
5,10,51,191,578113565.0,1086940615.0
1,1,28,271,1514897860.0,537570324.0
3,4,29,343,614792640.0,326925581.0
2,20,2,300,345524584.0,850353084.0
3,18,47,343,382065879.0,482946824.0
3,18,11,266,390105687.0,1123069800.0
3,11,20,343,475640559.0,1229487270.0
2,18,14,349,1086940615.0,614911276.0
0,10,53,340,537570324.0,1514710299.0
2,23,37,265,326925581.0,483704188.0
1,19,44,292,850353084.0,651814056.0
1,7,34,194,482946824.0,469242891.0
0,17,28,242,1123069800.0,1200380391.0
0,4,22,263,1229487270.0,322801284.0
1,23,36,271,614911276.0,0.0
1,3,55,320,1514710299.0,628024128.0
5,15,20,198,483704188.0,509858860.0
3,7,34,322,651814056.0,365987881.0
0,5,42,354,469242891.0,301007464.0
5,14,55,219,1200380391.0,729993881.0
2,11,5,328,322801284.0,1573147036.0
3,10,25,252,0.0,1388315084.0
2,8,2,279,628024128.0,671030406.0
4,7,52,351,509858860.0,460111042.0
4,10,23,204,365987881.0,1038683945.0
4,9,36,351,301007464.0,973738026.0
4,10,14,316,729993881.0,1786167270.0
5,6,52,191,1573147036.0,322939025.0
3,16,21,217,1388315084.0,1118169036.0
5,7,55,233,671030406.0,597462258.0
5,11,27,324,460111042.0,1706769975.0
3,13,54,287,1038683945.0,687364459.0
1,1,42,236,973738026.0,386161023.0
1,14,33,215,1786167270.0,1221192903.0
4,19,12,225,322939025.0,527997106.0
2,13,42,230,1118169036.0,1454464545.0
0,14,48,291,597462258.0,1353893884.0
1,23,34,292,1706769975.0,347198618.0
4,1,43,239,687364459.0,453182739.0
2,13,19,237,386161023.0,1370603692.0
1,6,2,250,1221192903.0,334602820.0
3,22,54,308,527997106.0,576640626.0
4,11,1,218,1454464545.0,1268990025.0
3,0,28,245,1353893884.0,348453732.0
1,9,13,299,347198618.0,1599246957.0
4,19,56,246,453182739.0,390378920.0
3,4,30,210,1370603692.0,395826294.0
4,22,59,323,334602820.0,606039324.0
1,9,27,215,576640626.0,995605357.0
3,4,48,294,1268990025.0,341910690.0
3,6,25,196,348453732.0,291939224.0
5,15,1,247,1599246957.0,674353540.0
3,21,45,301,390378920.0,694300749.0
1,1,13,285,395826294.0,350271214.0
4,5,39,253,606039324.0,360122448.0
5,5,36,191,995605357.0,353774694.0
3,2,25,287,341910690.0,444946494.0
3,15,50,287,291939224.0,431792248.0
1,7,26,243,674353540.0,491179196.0
3,5,20,266,694300749.0,365075736.0
2,17,50,356,350271214.0,722037911.0
1,15,0,292,360122448.0,1675697232.0
2,0,2,321,353774694.0,356195154.0
1,5,32,229,444946494.0,318278334.0
2,6,46,237,431792248.0,337653588.0
1,16,7,306,491179196.0,516698853.0
4,14,34,253,365075736.0,457174500.0
1,13,34,271,722037911.0,1742964650.0
0,9,1,263,1675697232.0,1224485096.0
0,2,43,354,356195154.0,483109100.0
4,17,33,295,318278334.0,765856306.0
3,17,21,189,337653588.0,536801904.0
5,20,39,191,516698853.0,463914604.0
5,15,38,282,457174500.0,594608018.0
0,6,56,277,1742964650.0,363504454.0
0,12,26,277,1224485096.0,1579745583.0
0,15,59,284,483109100.0,378063546.0
3,7,13,259,765856306.0,568176769.0
5,10,28,254,536801904.0,1495699214.0
5,3,10,233,463914604.0,430804250.0
1,18,19,285,594608018.0,0.0
0,5,57,277,363504454.0,397771052.0
2,21,3,286,1579745583.0,412576870.0
5,13,32,317,378063546.0,1056205836.0
4,0,22,197,568176769.0,315259396.0
3,12,10,343,1495699214.0,1374538525.0
3,1,0,294,430804250.0,339996088.0
2,22,0,272,0.0,481381382.0
3,16,23,273,397771052.0,1467972663.0
4,2,37,288,412576870.0,504190808.0
0,22,54,277,1056205836.0,675042935.0
4,13,18,225,315259396.0,1037676324.0
3,14,7,189,1374538525.0,490809024.0
5,20,12,296,339996088.0,639316784.0
3,9,22,301,481381382.0,1178100453.0
1,3,48,236,1467972663.0,383715320.0
1,22,29,194,504190808.0,471659943.0
4,21,26,288,675042935.0,458663427.0
1,5,1,264,1037676324.0,324595056.0
4,6,24,309,490809024.0,533694933.0
4,15,6,225,639316784.0,926591953.0
3,8,51,315,1178100453.0,1095160768.0
2,1,12,356,383715320.0,339230098.0
4,5,51,260,471659943.0,382434559.0
3,12,14,315,458663427.0,1530014353.0
2,8,3,307,324595056.0,744303490.0
2,3,17,279,533694933.0,418182814.0
2,15,25,356,926591953.0,1309159847.0
1,4,51,334,1095160768.0,346752337.0
2,5,17,335,339230098.0,451116346.0
1,9,27,285,382434559.0,345916237.0
1,3,57,341,1530014353.0,480200544.0
2,2,14,321,744303490.0,515213234.0
0,4,34,312,418182814.0,316805430.0
0,21,48,235,1309159847.0,446888621.0
3,8,20,336,346752337.0,618395800.0
3,10,38,308,451116346.0,1759957458.0
0,12,10,354,345916237.0,1248247668.0
5,11,55,233,480200544.0,1575752408.0
0,10,9,277,515213234.0,1414314820.0
3,10,13,238,316805430.0,1694522888.0
5,2,37,261,446888621.0,636879196.0
3,5,12,245,618395800.0,526649198.0
3,2,56,280,1759957458.0,457500636.0
4,20,54,316,1248247668.0,634893912.0
3,18,38,217,1575752408.0,558039384.0
5,7,10,254,1414314820.0,0.0
0,1,36,214,1694522888.0,371824095.0
2,3,19,251,636879196.0,412711084.0
5,16,46,240,526649198.0,501016348.0
4,13,12,190,457500636.0,1323473178.0
0,21,33,228,634893912.0,347737392.0
5,19,34,219,558039384.0,439638792.0
3,21,15,203,0.0,457622840.0
1,18,0,348,371824095.0,499502244.0
5,22,29,275,412711084.0,395409291.0
5,15,31,261,501016348.0,934499900.0
1,14,42,306,1323473178.0,561116376.0
1,13,44,257,347737392.0,411370452.0
5,11,43,212,439638792.0,410981499.0
3,19,36,294,457622840.0,681221401.0
1,2,47,236,499502244.0,387415748.0
3,17,36,231,395409291.0,863399411.0
3,23,45,217,934499900.0,393784402.0
3,19,19,217,561116376.0,510969612.0
1,20,5,250,411370452.0,611511932.0
1,9,30,264,410981499.0,1254642252.0
5,14,8,296,681221401.0,1171658430.0
0,9,15,193,387415748.0,857576508.0
3,23,55,231,863399411.0,390594317.0
5,7,30,268,393784402.0,577170254.0
0,14,13,347,510969612.0,1139578442.0
5,16,57,338,611511932.0,671591606.0
1,14,46,222,1254642252.0,1475250672.0
2,23,49,230,1171658430.0,340664222.0
5,19,37,212,857576508.0,371823738.0
5,12,42,331,390594317.0,1716375779.0
1,23,56,264,577170254.0,358496808.0
0,18,40,249,1139578442.0,352424936.0
2,18,21,314,671591606.0,939850711.0
0,15,30,277,1475250672.0,1594905430.0
2,6,25,202,340664222.0,331166016.0
1,5,13,320,371823738.0,501065956.0
4,7,19,274,1716375779.0,469208575.0
3,10,8,308,358496808.0,1717849383.0
1,13,16,299,352424936.0,1529981552.0
4,0,8,330,939850711.0,526115533.0
1,23,36,257,1594905430.0,372339252.0
4,10,18,218,331166016.0,1270991072.0
0,18,40,263,501065956.0,689767321.0
3,23,25,280,469208575.0,357475696.0
1,9,36,257,1717849383.0,316325738.0
0,14,58,312,1529981552.0,1511697352.0
5,8,34,289,526115533.0,409141000.0
1,9,17,264,372339252.0,1252814276.0
1,21,5,250,1270991072.0,432830035.0
3,8,55,231,689767321.0,991696812.0
1,4,46,222,357475696.0,395841638.0
5,21,39,205,316325738.0,350433090.0
1,4,48,334,1511697352.0,364118280.0
4,16,14,344,409141000.0,960316114.0
3,14,5,196,1252814276.0,998997190.0
2,18,43,286,432830035.0,409288054.0
4,14,27,253,991696812.0,385350414.0
5,0,48,240,395841638.0,398501660.0
5,2,8,219,350433090.0,320841108.0
2,12,35,300,364118280.0,1672378540.0
0,9,41,284,960316114.0,334818414.0
4,8,33,302,998997190.0,774278729.0
5,18,46,352,409288054.0,641226439.0
5,22,19,338,385350414.0,335454584.0
0,21,12,305,398501660.0,356153085.0
3,19,11,315,320841108.0,902463570.0
2,18,54,244,1672378540.0,639985824.0
3,4,33,287,334818414.0,339063320.0
2,5,59,230,774278729.0,380035482.0
0,4,27,319,641226439.0,375138408.0
0,10,53,249,335454584.0,480698282.0
3,4,10,280,356153085.0,426735547.0
5,13,29,352,902463570.0,1134161771.0
2,5,39,349,639985824.0,367009074.0
0,0,34,354,339063320.0,348337499.0
4,22,56,260,380035482.0,509076396.0
3,10,22,280,375138408.0,1444811766.0
0,14,20,326,480698282.0,1382869780.0
5,13,50,212,426735547.0,426970024.0
5,6,29,261,1134161771.0,649929216.0
4,23,44,246,367009074.0,307420998.0
1,12,52,334,348337499.0,1668763437.0
3,14,31,196,509076396.0,1058847752.0
5,6,40,324,1444811766.0,557567835.0
2,19,24,195,1382869780.0,492556300.0
0,13,18,263,426970024.0,1570152930.0
3,23,50,259,649929216.0,438022432.0
5,17,16,240,307420998.0,477316591.0
2,11,40,335,1668763437.0,1629012788.0
2,7,27,223,1058847752.0,453842309.0
3,18,30,315,557567835.0,969100261.0
0,11,27,193,492556300.0,1074908882.0
3,5,10,287,1570152930.0,504616842.0
2,13,36,328,438022432.0,1411949616.0
1,9,44,229,477316591.0,1322923017.0
3,11,25,301,1629012788.0,1752774660.0
1,17,16,201,453842309.0,814129662.0
4,11,40,190,969100261.0,1279540636.0
1,5,35,348,1074908882.0,0.0
2,8,0,286,504616842.0,494884884.0
2,23,19,265,1411949616.0,418181896.0
0,8,37,200,1322923017.0,635539970.0
4,18,59,288,1752774660.0,373168052.0
4,18,11,246,814129662.0,427645636.0
0,13,26,284,1279540636.0,514541937.0
1,16,50,250,0.0,813406864.0
4,19,1,211,494884884.0,540696473.0
3,14,2,301,418181896.0,1912713840.0
2,9,53,216,635539970.0,1329087680.0
2,10,10,356,373168052.0,1128102491.0
4,17,54,246,427645636.0,542628766.0
0,19,52,270,514541937.0,698257656.0
0,16,13,221,813406864.0,1114820400.0
0,4,41,221,540696473.0,347677248.0
3,20,28,266,1912713840.0,858978614.0
1,16,36,250,1329087680.0,1133836803.0
0,1,54,235,1128102491.0,406101418.0
2,16,46,307,542628766.0,1224784284.0
1,23,44,236,698257656.0,366753168.0
3,3,37,294,1114820400.0,384312973.0
4,12,52,232,347677248.0,1529753868.0
5,9,44,247,858978614.0,1091755047.0
4,7,12,302,1133836803.0,488419747.0
5,11,39,212,406101418.0,324677894.0
0,0,12,298,1224784284.0,514287024.0
1,23,13,299,366753168.0,421515723.0
2,11,4,237,384312973.0,1290081500.0
0,9,16,319,1529753868.0,1190125110.0
2,20,36,265,1091755047.0,562125124.0
5,15,25,289,488419747.0,518158328.0
0,4,16,319,324677894.0,376718970.0
1,16,31,264,514287024.0,1383678408.0
2,9,2,265,421515723.0,1188635532.0
3,22,53,315,1290081500.0,574411722.0
3,1,39,343,1190125110.0,343104392.0
3,18,18,343,562125124.0,571347729.0
0,16,14,333,518158328.0,1423781622.0
2,4,35,237,376718970.0,357610248.0
0,17,47,214,1383678408.0,788685467.0
0,4,9,249,1188635532.0,331209634.0
5,19,13,296,574411722.0,1080234764.0
0,5,10,263,343104392.0,490178500.0
1,2,1,236,571347729.0,453461938.0
5,8,52,275,1423781622.0,1020767002.0
2,13,43,300,357610248.0,1463077455.0
1,14,35,229,788685467.0,1415794782.0
0,13,17,235,331209634.0,1436483880.0
5,14,27,254,1080234764.0,908365335.0
1,5,28,208,490178500.0,326601076.0
5,18,30,324,453461938.0,570355726.0
5,13,43,289,1020767002.0,512671428.0
0,9,9,249,1463077455.0,330925444.0
1,2,28,264,1415794782.0,385228239.0
5,10,11,247,1436483880.0,1440316482.0
2,10,20,265,908365335.0,1339064302.0
4,19,45,288,326601076.0,346157208.0
2,15,25,265,570355726.0,1865315190.0
0,21,40,284,512671428.0,521427868.0
2,17,54,244,330925444.0,874994810.0
3,13,4,217,385228239.0,1333517600.0
1,11,57,229,1440316482.0,1406793124.0
2,12,24,216,1339064302.0,1390193697.0
2,7,50,265,346157208.0,501725436.0
1,11,33,334,1865315190.0,1758322474.0
0,3,37,256,521427868.0,357991220.0
4,20,46,190,874994810.0,510632928.0
0,19,41,207,1333517600.0,527123169.0
2,2,29,223,1406793124.0,395754079.0
5,22,47,345,1390193697.0,339990657.0
0,19,46,354,501725436.0,0.0
1,19,11,299,1758322474.0,814708584.0
1,3,45,348,357991220.0,350274488.0
2,22,43,209,510632928.0,347141950.0
1,13,16,313,527123169.0,1492110396.0
5,21,18,275,395754079.0,584225301.0
2,23,27,314,339990657.0,473189650.0
2,12,27,321,0.0,1776999148.0
2,15,25,272,814708584.0,1654189976.0
0,0,37,235,350274488.0,376604310.0
5,20,53,191,347141950.0,348427260.0
5,20,57,205,1492110396.0,441640550.0
1,1,18,243,584225301.0,357698790.0
2,2,35,216,473189650.0,0.0
0,20,25,207,1776999148.0,393162462.0
0,14,56,228,1654189976.0,466799117.0
2,17,10,349,376604310.0,806020929.0
0,16,46,221,348427260.0,992135306.0
2,6,7,265,441640550.0,345806462.0
0,4,29,249,357698790.0,325135734.0
0,15,10,193,0.0,1250558088.0
3,10,9,273,393162462.0,1669748216.0
4,11,16,211,466799117.0,1214304680.0
4,5,54,344,806020929.0,308372073.0
5,21,28,261,992135306.0,404447250.0
4,8,53,260,345806462.0,1120712486.0
3,5,9,294,325135734.0,0.0
2,15,30,209,1250558088.0,1156176301.0
5,23,4,240,1669748216.0,463335802.0
5,18,15,191,1214304680.0,485625050.0
1,6,41,250,308372073.0,357563780.0
2,2,6,258,404447250.0,353332752.0
3,23,32,301,1120712486.0,456957696.0
5,13,10,289,0.0,364532728.0
1,16,10,278,1156176301.0,1484530440.0
4,16,6,204,463335802.0,1040689002.0
1,22,21,292,485625050.0,362654820.0
4,8,13,232,357563780.0,1153394421.0
2,13,31,237,353332752.0,1426244921.0
1,22,28,313,456957696.0,540888184.0
2,17,35,300,364532728.0,955410328.0
1,19,2,201,1484530440.0,468486610.0
0,8,57,291,1040689002.0,967225518.0
4,21,49,197,362654820.0,411323934.0
5,3,16,296,1153394421.0,567500454.0
0,14,35,214,1426244921.0,1261627148.0
0,7,30,200,540888184.0,443363470.0
2,15,6,230,955410328.0,1530179832.0
1,3,35,271,468486610.0,366361998.0
4,23,27,253,967225518.0,348650466.0
4,18,54,253,411323934.0,529686102.0
5,8,53,352,567500454.0,892997510.0
1,15,1,222,1261627148.0,1312109451.0
5,21,16,324,443363470.0,535020584.0
2,17,33,349,1530179832.0,757381680.0
1,20,21,229,366361998.0,588975042.0
0,7,39,221,348650466.0,476117771.0
2,21,46,321,529686102.0,527155806.0
2,17,19,265,892997510.0,885973880.0
5,8,22,275,1312109451.0,778417140.0
4,3,2,281,535020584.0,342117248.0
5,9,52,352,757381680.0,1131360596.0
5,20,29,275,588975042.0,726380057.0
5,19,47,226,476117771.0,547367771.0
0,7,46,326,527155806.0,786248151.0
0,1,22,249,885973880.0,0.0
0,6,3,200,778417140.0,317590128.0
4,2,20,267,342117248.0,428726098.0
2,0,35,286,1131360596.0,374454768.0
2,2,53,223,726380057.0,381768720.0
5,3,11,261,547367771.0,0.0
0,2,47,319,786248151.0,519768552.0
1,17,14,215,0.0,845219058.0
0,9,44,242,317590128.0,1244367019.0
1,9,26,236,428726098.0,1464682432.0
0,19,1,242,374454768.0,936743672.0
4,14,51,218,381768720.0,1263655698.0
3,16,18,217,0.0,957196972.0
0,11,25,249,519768552.0,578567106.0
0,3,52,319,845219058.0,531486857.0
3,5,7,357,1244367019.0,470092464.0
1,17,51,194,1464682432.0,449678515.0
3,23,44,301,936743672.0,329304384.0
0,5,15,305,1263655698.0,463215934.0
0,22,22,277,957196972.0,424558805.0
3,12,44,259,578567106.0,1490855732.0
1,4,49,264,531486857.0,401765720.0
3,12,10,238,470092464.0,1570246230.0
3,6,59,329,449678515.0,476742016.0
4,21,14,288,329304384.0,400371075.0
4,11,34,260,463215934.0,1687285408.0
2,23,28,328,424558805.0,385890568.0
4,22,15,323,1490855732.0,491287954.0
2,1,12,279,401765720.0,398608206.0
2,19,30,335,1570246230.0,661247244.0
4,23,0,288,476742016.0,471888296.0
1,15,43,236,400371075.0,1702227969.0
0,15,57,221,1687285408.0,1228243107.0
2,2,6,286,385890568.0,329077176.0
1,7,26,292,491287954.0,322702008.0
4,20,52,232,398608206.0,531247560.0
2,6,5,195,661247244.0,315100069.0
1,7,13,243,471888296.0,496003080.0
3,6,1,245,1702227969.0,456458152.0
1,17,10,278,1228243107.0,997044841.0
4,11,15,211,329077176.0,1054489970.0
1,15,25,341,322702008.0,1633565772.0
1,6,16,264,531247560.0,380552568.0
3,22,56,252,315100069.0,495361836.0
2,21,13,209,496003080.0,397019656.0
2,15,23,279,456458152.0,1887046556.0
1,2,30,285,997044841.0,341824220.0
5,22,26,247,1054489970.0,473156730.0
0,16,59,228,1633565772.0,349811690.0
0,20,23,249,380552568.0,514123947.0
3,18,25,336,495361836.0,612568190.0
3,5,50,252,397019656.0,339737162.0
3,2,34,343,1887046556.0,344068998.0
3,3,22,301,341824220.0,366400055.0
4,13,45,267,473156730.0,1499613342.0
4,2,51,204,349811690.0,396118731.0
3,2,38,252,514123947.0,519322451.0
3,7,57,245,612568190.0,628370229.0
0,12,38,333,339737162.0,1609840986.0
0,1,29,312,344068998.0,459470418.0
5,8,9,233,366400055.0,642251633.0
4,3,57,204,1499613342.0,403346225.0
1,9,4,236,396118731.0,1284376330.0
4,21,11,211,519322451.0,412614696.0
3,15,32,273,628370229.0,1664388720.0
3,18,49,280,1609840986.0,549488909.0
0,23,13,249,459470418.0,420430680.0
2,3,15,230,642251633.0,380818038.0
5,10,13,261,403346225.0,1310040886.0
4,19,6,260,1284376330.0,805534517.0
3,9,29,266,412614696.0,1076504070.0
4,20,31,302,1664388720.0,597313582.0
5,8,37,226,549488909.0,659886480.0
0,9,56,305,420430680.0,478702388.0
5,3,53,219,380818038.0,0.0
4,1,58,211,1310040886.0,367597300.0
4,15,51,225,805534517.0,816505096.0
0,23,22,277,1076504070.0,401473592.0
3,5,39,294,597313582.0,0.0
1,17,57,334,659886480.0,781673788.0
3,7,9,301,478702388.0,410917165.0
5,17,4,282,0.0,534719806.0
5,2,35,212,367597300.0,364640617.0
1,6,32,327,816505096.0,566595585.0
0,0,59,263,401473592.0,334832566.0
2,18,49,293,0.0,782509680.0
3,3,53,343,781673788.0,499930464.0
5,4,55,254,410917165.0,391090991.0
0,5,18,319,534719806.0,505420175.0
3,4,34,259,364640617.0,481901336.0
2,21,5,237,566595585.0,501642228.0
4,8,19,281,334832566.0,627057864.0
1,14,36,278,782509680.0,1931252036.0
1,3,38,313,499930464.0,396043050.0
3,6,25,245,391090991.0,531391070.0
3,4,33,266,505420175.0,353386016.0
4,16,30,281,481901336.0,0.0
4,9,43,260,501642228.0,1051641897.0
0,4,19,249,627057864.0,332631888.0
4,16,23,330,1931252036.0,1543064116.0
0,20,29,354,396043050.0,661849464.0
4,3,26,323,531391070.0,363001390.0
2,13,3,265,353386016.0,1482047817.0
3,5,49,273,0.0,440407329.0
5,23,54,212,1051641897.0,346731266.0
2,21,1,335,332631888.0,550795329.0
4,4,37,274,1543064116.0,501446507.0
2,14,40,279,661849464.0,1682711216.0
4,1,27,316,363001390.0,0.0
4,19,24,190,1482047817.0,518389560.0
4,21,13,267,440407329.0,511652844.0
4,17,14,274,346731266.0,591019390.0
3,14,30,336,550795329.0,1329991752.0
5,23,57,240,501446507.0,413620226.0
3,0,55,301,1682711216.0,326987778.0
0,2,20,333,0.0,320264720.0
4,3,28,246,518389560.0,361698496.0
1,14,56,229,511652844.0,1437731080.0
0,7,31,298,591019390.0,486822420.0
5,22,30,261,1329991752.0,356260114.0
4,9,28,316,413620226.0,1447002909.0
2,8,10,216,326987778.0,695271640.0
5,4,48,324,320264720.0,469921786.0
0,3,27,207,361698496.0,343906173.0
5,9,25,254,1437731080.0,1249586866.0
3,12,15,350,486822420.0,1227021732.0
3,23,2,308,356260114.0,402795776.0
4,11,30,323,1447002909.0,1936297920.0
0,8,26,277,695271640.0,794351076.0
4,2,54,260,469921786.0,332781202.0
1,2,52,271,343906173.0,367061441.0
1,7,33,299,1249586866.0,531141872.0
0,21,37,277,1227021732.0,712103327.0
2,18,58,202,402795776.0,568131634.0
3,14,26,231,1936297920.0,1569320244.0
3,8,23,301,794351076.0,750817202.0
0,11,48,256,332781202.0,1559653055.0
4,6,26,260,367061441.0,540232396.0
5,6,24,303,531141872.0,630288288.0
2,14,14,195,712103327.0,1158583016.0
5,0,46,226,568131634.0,383332520.0
4,23,2,281,1569320244.0,448133212.0
4,11,21,260,750817202.0,1368841680.0
5,13,20,226,1559653055.0,991137609.0
1,9,56,250,540232396.0,1412480116.0
1,12,13,271,630288288.0,1766913060.0
2,12,17,265,1158583016.0,1609561233.0
1,13,13,355,383332520.0,1198531896.0
4,3,2,281,448133212.0,341969212.0
1,14,9,327,1368841680.0,1339286980.0
2,12,27,328,991137609.0,1555245392.0
5,10,40,219,1412480116.0,1083799771.0
4,7,35,218,1766913060.0,523539818.0
2,4,46,237,1609561233.0,398608499.0
0,7,42,291,1198531896.0,540054404.0
